	Chiroderma_villosum	Carollia_brevicauda	Sturnira_ludovici	Artibeus_jamaicensis	Hsunycteris_thomasi	Anoura_geoffroyi	Glossophaga_soricina	Noctilio_leporinus	Mormoops_blainvillei	Macrotus_waterhousi	Pteronotus_pusillus	Desmodus_rotundus
sp|P84198|VIME_CHLAE	1.443088467	9.519681384	7.176218778	10.4647553	1.443088467	1.443088467	1.443088467	2.566050219	11.44512933	2.900221877	1.443088467	13.1827539
sp|Q4R4X4|VIME_MACFA	1.443088467	9.519681384	7.176218778	10.4647553	1.443088467	1.443088467	1.443088467	2.566050219	11.44512933	2.900221877	1.443088467	13.1827539
sp|P40394|ADH7_HUMAN	11.04167625	11.83656892	11.38113932	6.822246712	10.62903742	1.443088467	11.24699497	1.443088467	3.064207824	13.83932861	3.219423082	11.75153867
sp|Q4R4J7|NUCL_MACFA	10.31091112	11.46395638	11.94733412	1.443088467	11.77477356	11.31518124	10.85006054	12.7724817	13.0180474	8.928504732	1.443088467	1.443088467
sp|Q86TD4|SRCA_HUMAN	5.248120469	1.443088467	1.443088467	1.443088467	1.443088467	1.443088467	12.95703739	9.453120631	11.32386209	5.016529415	10.36813726	10.55975008
sp|Q8N3K9|CMYA5_HUMAN	1.443088467	12.04216789	7.219667008	13.2483836	3.541658642	8.994269305	14.43682656	1.443088467	12.42685159	9.029156489	5.939125369	4.020597355
sp|P63103|1433Z_BOVIN	10.53735316	10.45609835	3.411002001	1.443088467	1.443088467	1.443088467	1.443088467	12.28882366	9.259111576	10.41616968	3.219423082	11.18141846
sp|P63104|1433Z_HUMAN	10.53735316	10.45609835	3.411002001	1.443088467	1.443088467	1.443088467	1.443088467	12.28882366	9.259111576	10.41616968	3.219423082	11.18141846
sp|Q5R651|1433Z_PONAB	10.53735316	10.45609835	3.411002001	1.443088467	1.443088467	1.443088467	1.443088467	12.28882366	9.259111576	10.41616968	3.219423082	11.18141846
sp|P06396|GELS_HUMAN	13.4935319	2.707543684	6.206607374	11.77949883	3.20090657	2.482381506	1.443088467	2.566050219	2.723479219	2.900221877	13.40693489	7.892320161
sp|A5A6M8|K2C5_PANTR	4.776066116	10.38823339	3.697351029	11.40192301	1.443088467	11.87215814	1.443088467	8.293497099	10.98295417	1.443088467	4.029122925	13.49231935
sp|Q9TV61|MYH1_PIG	13.88959592	1.443088467	10.02107454	9.0116667	2.098093497	9.519420626	1.443088467	1.443088467	3.20273085	8.118984287	11.9236036	9.85630897
sp|P14590|INVO_LEMCA	1.443088467	12.34363082	12.92079959	1.443088467	10.72303859	6.290267207	2.235508479	2.802555411	2.723479219	1.443088467	1.443088467	1.443088467
sp|Q3T199|RS23_BOVIN	12.10659952	8.400067375	12.51765516	2.872240466	1.443088467	9.76023764	10.53378418	13.47194045	2.499418	3.431369088	2.968897092	11.24631324
sp|P62298|RS23_CHILA	12.10659952	8.400067375	12.51765516	2.872240466	1.443088467	9.76023764	10.53378418	13.47194045	2.499418	3.431369088	2.968897092	11.24631324
sp|P62266|RS23_HUMAN	12.10659952	8.400067375	12.51765516	2.872240466	1.443088467	9.76023764	10.53378418	13.47194045	2.499418	3.431369088	2.968897092	11.24631324
sp|P62267|RS23_MOUSE	12.10659952	8.400067375	12.51765516	2.872240466	1.443088467	9.76023764	10.53378418	13.47194045	2.499418	3.431369088	2.968897092	11.24631324
sp|P62268|RS23_RAT	12.10659952	8.400067375	12.51765516	2.872240466	1.443088467	9.76023764	10.53378418	13.47194045	2.499418	3.431369088	2.968897092	11.24631324
sp|P16960|RYR1_PIG	12.30427658	6.430032046	11.95485044	12.60863486	2.559309132	13.54946492	3.526780656	10.17664687	10.4281255	12.47031494	2.150589549	2.526492849
sp|P40429|RL13A_HUMAN	12.59907436	12.14193493	13.39105457	3.497513108	11.71118232	8.742170728	11.62172327	3.553012967	1.443088467	12.89463098	4.088449487	4.092166171
sp|Q4LAL9|CATD_CANLF	1.443088467	12.14359189	12.62098766	11.4003794	10.93324651	9.967609469	12.38214721	3.160579214	12.45531844	2.30758961	4.088449487	12.74955991
sp|Q3SWW9|PP1B_BOVIN	3.221179078	1.443088467	12.10620073	9.956550842	12.50806933	1.443088467	10.47190142	2.802555411	5.1582805	11.96971037	5.193404094	1.443088467
sp|Q8MJ47|PP1B_CANLF	3.221179078	1.443088467	12.10620073	9.956550842	12.50806933	1.443088467	10.47190142	2.802555411	5.1582805	11.96971037	5.193404094	1.443088467
sp|P62207|PP1B_CHICK	3.221179078	1.443088467	12.10620073	9.956550842	12.50806933	1.443088467	10.47190142	2.802555411	5.1582805	11.96971037	5.193404094	1.443088467
sp|P62140|PP1B_HUMAN	3.221179078	1.443088467	12.10620073	9.956550842	12.50806933	1.443088467	10.47190142	2.802555411	5.1582805	11.96971037	5.193404094	1.443088467
sp|P62141|PP1B_MOUSE	3.221179078	1.443088467	12.10620073	9.956550842	12.50806933	1.443088467	10.47190142	2.802555411	5.1582805	11.96971037	5.193404094	1.443088467
sp|P61292|PP1B_PIG	3.221179078	1.443088467	12.10620073	9.956550842	12.50806933	1.443088467	10.47190142	2.802555411	5.1582805	11.96971037	5.193404094	1.443088467
sp|Q5R740|PP1B_PONAB	3.221179078	1.443088467	12.10620073	9.956550842	12.50806933	1.443088467	10.47190142	2.802555411	5.1582805	11.96971037	5.193404094	1.443088467
sp|P62143|PP1B_RABIT	3.221179078	1.443088467	12.10620073	9.956550842	12.50806933	1.443088467	10.47190142	2.802555411	5.1582805	11.96971037	5.193404094	1.443088467
sp|P62142|PP1B_RAT	3.221179078	1.443088467	12.10620073	9.956550842	12.50806933	1.443088467	10.47190142	2.802555411	5.1582805	11.96971037	5.193404094	1.443088467
sp|P50446|K2C6A_MOUSE	2.373284723	2.889052553	4.882625351	3.983865514	1.443088467	3.299081783	2.235508479	18.09145193	4.037169078	1.443088467	1.443088467	2.217952165
sp|Q3T0W9|RL19_BOVIN	12.11670729	11.31394431	12.350455	12.05168214	11.2674457	1.443088467	9.722606856	3.553012967	2.499418	11.29642124	5.807540981	1.443088467
sp|D0VWQ5|RL19_CANLF	12.11670729	11.31394431	12.350455	12.05168214	11.2674457	1.443088467	9.722606856	3.553012967	2.499418	11.29642124	5.807540981	1.443088467
sp|P84098|RL19_HUMAN	12.11670729	11.31394431	12.350455	12.05168214	11.2674457	1.443088467	9.722606856	3.553012967	2.499418	11.29642124	5.807540981	1.443088467
sp|Q8HXN9|RL19_MACFA	12.11670729	11.31394431	12.350455	12.05168214	11.2674457	1.443088467	9.722606856	3.553012967	2.499418	11.29642124	5.807540981	1.443088467
sp|P84099|RL19_MOUSE	12.11670729	11.31394431	12.350455	12.05168214	11.2674457	1.443088467	9.722606856	3.553012967	2.499418	11.29642124	5.807540981	1.443088467
sp|Q5RB99|RL19_PONAB	12.11670729	11.31394431	12.350455	12.05168214	11.2674457	1.443088467	9.722606856	3.553012967	2.499418	11.29642124	5.807540981	1.443088467
sp|P84100|RL19_RAT	12.11670729	11.31394431	12.350455	12.05168214	11.2674457	1.443088467	9.722606856	3.553012967	2.499418	11.29642124	5.807540981	1.443088467
sp|P80431|COX7B_RAT	10.32084354	11.00523333	11.01010467	10.29487662	10.06099084	9.766351489	1.443088467	1.443088467	2.499418	10.52752383	1.443088467	1.443088467
sp|P62935|PPIA_BOVIN	6.759351908	12.29397769	2.18582988	11.42601942	1.443088467	1.443088467	11.86722922	2.802555411	1.443088467	7.899502843	11.34311159	4.092166171
sp|P62936|PPIA_PIG	6.759351908	12.29397769	2.18582988	11.42601942	1.443088467	1.443088467	11.86722922	2.802555411	1.443088467	7.899502843	11.34311159	4.092166171
sp|Q7YRU7|DSG3_CANLF	11.29209131	4.315105466	3.411002001	1.443088467	12.17289612	8.981712103	11.89935139	15.12256091	9.040631824	12.89386849	9.104499911	2.526492849
sp|P60174|TPIS_HUMAN	1.443088467	1.443088467	11.92646	4.113453666	9.708617501	11.57408273	3.526780656	12.60868882	2.198175254	2.648666827	2.434103142	9.543339493
sp|Q28296|MAL_CANLF	9.163617713	2.889052553	3.858570187	10.70939417	1.443088467	1.443088467	1.443088467	13.42021529	10.49058543	3.104701029	11.22785487	9.025704336
sp|P50993|AT1A2_HUMAN	4.776066116	10.72441684	2.884346055	11.96766476	8.968368744	13.51873931	11.42877335	1.443088467	1.443088467	1.443088467	4.145314487	6.500106179
sp|P61356|RL27_BOVIN	10.15308418	1.443088467	10.9820031	9.286956125	1.443088467	6.970843636	9.595043251	12.79393079	12.21589798	2.900221877	2.819512216	1.443088467
sp|P61357|RL27_CERNI	10.15308418	1.443088467	10.9820031	9.286956125	1.443088467	6.970843636	9.595043251	12.79393079	12.21589798	2.900221877	2.819512216	1.443088467
sp|P61355|RL27_CHICK	10.15308418	1.443088467	10.9820031	9.286956125	1.443088467	6.970843636	9.595043251	12.79393079	12.21589798	2.900221877	2.819512216	1.443088467
sp|P61353|RL27_HUMAN	10.15308418	1.443088467	10.9820031	9.286956125	1.443088467	6.970843636	9.595043251	12.79393079	12.21589798	2.900221877	2.819512216	1.443088467
sp|Q4R8Z4|RL27_MACFA	10.15308418	1.443088467	10.9820031	9.286956125	1.443088467	6.970843636	9.595043251	12.79393079	12.21589798	2.900221877	2.819512216	1.443088467
sp|P61358|RL27_MOUSE	10.15308418	1.443088467	10.9820031	9.286956125	1.443088467	6.970843636	9.595043251	12.79393079	12.21589798	2.900221877	2.819512216	1.443088467
sp|A1XQU5|RL27_PIG	10.15308418	1.443088467	10.9820031	9.286956125	1.443088467	6.970843636	9.595043251	12.79393079	12.21589798	2.900221877	2.819512216	1.443088467
sp|P61354|RL27_RAT	10.15308418	1.443088467	10.9820031	9.286956125	1.443088467	6.970843636	9.595043251	12.79393079	12.21589798	2.900221877	2.819512216	1.443088467
sp|P25708|NDUV1_BOVIN	6.567870821	1.443088467	11.76114839	12.0983651	1.443088467	11.96545572	11.68057907	4.962769679	4.595865192	1.443088467	12.07938871	6.154062425
sp|P13412|TNNI2_MOUSE	12.67537692	13.03602221	4.557186569	11.5274375	12.50750438	14.20855446	14.28206348	3.160579214	3.327006435	12.53898125	3.902107222	9.676777993
sp|P32007|ADT3_BOVIN	12.34572819	7.416583429	14.16656721	1.443088467	11.79990692	12.53927004	8.4866111	11.85714876	14.20217567	13.60924926	11.34865808	1.443088467
sp|Q56K14|RLA1_BOVIN	1.443088467	12.17703119	7.176218778	12.60243872	1.443088467	1.443088467	11.60779327	1.443088467	2.723479219	3.907298187	3.967099641	2.217952165
sp|P05386|RLA1_HUMAN	1.443088467	12.17703119	7.176218778	12.60243872	1.443088467	1.443088467	11.60779327	1.443088467	2.723479219	3.907298187	3.967099641	2.217952165
sp|Q14210|LY6D_HUMAN	12.32909336	8.550398461	8.610031112	1.443088467	10.40409066	1.443088467	1.443088467	2.995590903	1.443088467	12.01459337	3.967099641	1.443088467
sp|P92661|COX1_MACRO	1.443088467	2.486017372	3.608733508	4.231857062	9.002450257	3.039427423	15.36398269	1.443088467	1.443088467	10.97166309	1.443088467	4.657063384
sp|P12035|K2C3_HUMAN	2.373284723	2.486017372	4.557186569	4.442051069	13.93615085	14.00715392	1.443088467	2.246902926	8.478545177	5.060979685	3.100810506	1.443088467
sp|P15121|ALDR_HUMAN	1.443088467	1.443088467	10.11511945	1.443088467	1.443088467	1.443088467	1.443088467	13.58881895	9.790393516	1.443088467	1.443088467	1.443088467
sp|P15122|ALDR_RABIT	1.443088467	12.20586625	10.11511945	1.443088467	1.443088467	8.892848386	10.11066146	1.443088467	1.443088467	1.443088467	9.897960433	7.577306284
sp|Q8M896|NU1M_COEFR	1.443088467	1.443088467	8.877441236	15.92097888	1.443088467	1.443088467	3.41014257	1.443088467	1.443088467	1.443088467	1.443088467	1.443088467
sp|P47226|TES_MOUSE	1.443088467	1.443088467	10.32605307	1.443088467	6.112484397	2.703218206	4.274662994	14.50964482	4.72763264	5.186568168	11.84807848	1.443088467
sp|A8K2U0|A2ML1_HUMAN	1.443088467	11.97940195	2.703354246	1.443088467	1.443088467	12.32818059	9.084569191	5.795462392	12.06089105	9.725119899	8.900094176	10.91526249
sp|P63048|RL40_BOVIN	2.373284723	9.588034408	11.13540483	9.869973723	8.735394674	10.63928616	1.443088467	13.63148709	2.723479219	2.30758961	2.819512216	11.34808132
sp|P63050|RL40_CANLF	2.373284723	9.588034408	11.13540483	9.869973723	8.735394674	10.63928616	1.443088467	13.63148709	2.723479219	2.30758961	2.819512216	11.34808132
sp|P63052|RL40_FELCA	2.373284723	9.588034408	11.13540483	9.869973723	8.735394674	10.63928616	1.443088467	13.63148709	2.723479219	2.30758961	2.819512216	11.34808132
sp|P62987|RL40_HUMAN	2.373284723	9.588034408	11.13540483	9.869973723	8.735394674	10.63928616	1.443088467	13.63148709	2.723479219	2.30758961	2.819512216	11.34808132
sp|P0C273|RL40_MACFA	2.373284723	9.588034408	11.13540483	9.869973723	8.735394674	10.63928616	1.443088467	13.63148709	2.723479219	2.30758961	2.819512216	11.34808132
sp|P62984|RL40_MOUSE	2.373284723	9.588034408	11.13540483	9.869973723	8.735394674	10.63928616	1.443088467	13.63148709	2.723479219	2.30758961	2.819512216	11.34808132
sp|P68205|RL40_OPHHA	2.373284723	9.588034408	11.13540483	9.869973723	8.735394674	10.63928616	1.443088467	13.63148709	2.723479219	2.30758961	2.819512216	11.34808132
sp|P63053|RL40_PIG	2.373284723	9.588034408	11.13540483	9.869973723	8.735394674	10.63928616	1.443088467	13.63148709	2.723479219	2.30758961	2.819512216	11.34808132
sp|P0C275|RL40_PONPY	2.373284723	9.588034408	11.13540483	9.869973723	8.735394674	10.63928616	1.443088467	13.63148709	2.723479219	2.30758961	2.819512216	11.34808132
sp|P62986|RL40_RAT	2.373284723	9.588034408	11.13540483	9.869973723	8.735394674	10.63928616	1.443088467	13.63148709	2.723479219	2.30758961	2.819512216	11.34808132
sp|P0C276|RL40_SHEEP	2.373284723	9.588034408	11.13540483	9.869973723	8.735394674	10.63928616	1.443088467	13.63148709	2.723479219	2.30758961	2.819512216	11.34808132
sp|Q6CQE5|TAR1_KLULA	10.3089164	8.147933798	15.06506927	12.62706518	13.78491452	13.02475399	1.443088467	4.36951279	10.11576449	10.41510723	3.605118798	4.747088303
sp|P35053|GPC1_RAT	9.274076243	10.04139428	10.41125582	8.542702357	1.443088467	1.443088467	1.443088467	1.443088467	1.443088467	10.88836746	10.48287849	1.443088467
sp|P78371|TCPB_HUMAN	1.443088467	1.443088467	1.443088467	2.473443487	1.443088467	10.33973135	10.41970146	6.380256438	10.8415415	1.443088467	10.72614692	10.53418422
sp|Q4R6F8|TCPB_MACFA	1.443088467	1.443088467	1.443088467	2.473443487	1.443088467	10.33973135	10.41970146	6.380256438	10.8415415	1.443088467	10.72614692	10.53418422
sp|P04272|ANXA2_BOVIN	12.39482539	8.894268662	3.513660535	1.443088467	13.2061318	12.49043049	12.86064275	8.747598388	1.443088467	12.60615748	11.2493634	7.688258448
sp|A2SW69|ANXA2_SHEEP	12.39482539	8.894268662	3.513660535	1.443088467	13.2061318	12.49043049	12.86064275	8.747598388	1.443088467	12.60615748	11.2493634	7.688258448
sp|Q148C3|LY6D_BOVIN	10.57158735	1.443088467	7.822892421	1.443088467	1.443088467	13.04173992	11.20340353	1.443088467	2.499418	1.443088467	2.150589549	5.628639131
sp|Q6AYD3|PA2G4_RAT	1.443088467	6.095833956	11.32507173	1.443088467	11.22820953	5.085181396	10.16979881	12.12308396	1.443088467	10.15364377	1.443088467	9.973924803
sp|Q56JV9|RS3A_BOVIN	11.99171689	7.22948265	2.884346055	3.284392708	11.23163431	2.185746503	9.626088754	3.553012967	3.20273085	12.50941883	13.36476583	12.03201647
sp|P61247|RS3A_HUMAN	11.99171689	7.22948265	2.884346055	3.284392708	11.23163431	2.185746503	9.626088754	3.553012967	3.20273085	12.50941883	13.36476583	12.03201647
sp|Q96DR5|BPIA2_HUMAN	3.004898799	1.443088467	6.317511026	4.896565874	2.098093497	4.132420493	1.443088467	6.806137735	4.168377356	18.11900233	7.116956673	4.987185055
sp|Q9TV62|MYH4_PIG	7.085816128	1.443088467	2.482495847	2.692581597	2.098093497	1.443088467	1.443088467	4.879629941	2.198175254	14.60841259	11.82677553	1.443088467
sp|Q9EQS0|TALDO_RAT	6.073418031	4.927011146	3.176433042	11.36520437	12.0377872	1.443088467	10.54276049	3.160579214	13.06498484	8.253468352	1.443088467	1.443088467
sp|Q8M891|NU1M_HSUTH	1.443088467	2.188398	13.45321602	1.443088467	13.07224068	2.185746503	1.443088467	2.566050219	2.198175254	1.443088467	2.645709316	1.443088467
sp|P30838|AL3A1_HUMAN	4.463939943	1.443088467	5.317562283	12.75108961	12.34861826	5.176695973	9.208714667	3.853391485	2.198175254	13.60506261	4.900820429	1.443088467
sp|P21145|MAL_HUMAN	1.443088467	12.13242992	3.858570187	5.470403285	7.05636046	12.93424667	12.3629246	1.443088467	2.499418	8.972503793	12.17677081	9.025704336
sp|O03204|NU4M_CERSI	2.373284723	2.188398	2.703354246	2.473443487	1.443088467	1.443088467	9.759475805	1.443088467	1.443088467	4.537656277	1.443088467	15.85191012
sp|Q56JX3|RL31_BOVIN	11.12415435	2.188398	1.443088467	9.506604252	10.36470593	10.81177241	10.7237199	9.664967658	1.443088467	10.23296037	11.88366326	1.443088467
sp|P62899|RL31_HUMAN	11.12415435	2.188398	1.443088467	9.506604252	10.36470593	10.81177241	10.7237199	9.664967658	1.443088467	10.23296037	11.88366326	1.443088467
sp|Q1KSC7|RL31_MARMO	11.12415435	2.188398	1.443088467	9.506604252	10.36470593	10.81177241	10.7237199	9.664967658	1.443088467	10.23296037	11.88366326	1.443088467
sp|P62900|RL31_MOUSE	11.12415435	2.188398	1.443088467	9.506604252	10.36470593	10.81177241	10.7237199	9.664967658	1.443088467	10.23296037	11.88366326	1.443088467
sp|P62901|RL31_PIG	11.12415435	2.188398	1.443088467	9.506604252	10.36470593	10.81177241	10.7237199	9.664967658	1.443088467	10.23296037	11.88366326	1.443088467
sp|P62902|RL31_RAT	11.12415435	2.188398	1.443088467	9.506604252	10.36470593	10.81177241	10.7237199	9.664967658	1.443088467	10.23296037	11.88366326	1.443088467
sp|Q3T057|RL23_BOVIN	9.653135403	10.00643834	10.29508676	10.73227489	1.443088467	1.443088467	1.443088467	13.56622971	9.456658255	3.431369088	4.399071082	10.76550892
sp|P62829|RL23_HUMAN	9.653135403	10.00643834	10.29508676	10.73227489	1.443088467	1.443088467	1.443088467	13.56622971	9.456658255	3.431369088	4.399071082	10.76550892
sp|Q90YU5|RL23_ICTPU	9.653135403	10.00643834	10.29508676	10.73227489	1.443088467	1.443088467	1.443088467	13.56622971	9.456658255	3.431369088	4.399071082	10.76550892
sp|P62830|RL23_MOUSE	9.653135403	10.00643834	10.29508676	10.73227489	1.443088467	1.443088467	1.443088467	13.56622971	9.456658255	3.431369088	4.399071082	10.76550892
sp|P62831|RL23_PIG	9.653135403	10.00643834	10.29508676	10.73227489	1.443088467	1.443088467	1.443088467	13.56622971	9.456658255	3.431369088	4.399071082	10.76550892
sp|P62832|RL23_RAT	9.653135403	10.00643834	10.29508676	10.73227489	1.443088467	1.443088467	1.443088467	13.56622971	9.456658255	3.431369088	4.399071082	10.76550892
sp|P31949|S10AB_HUMAN	1.443088467	1.443088467	4.953503662	1.443088467	5.823298729	9.719223079	10.21338024	12.40212331	10.60652551	1.443088467	10.4377935	10.91285976
sp|P05023|AT1A1_HUMAN	9.503025205	2.188398	1.443088467	1.443088467	11.92554295	1.443088467	1.443088467	2.995590903	12.18624756	10.42780527	6.606217569	7.882528888
sp|P28700|RXRA_MOUSE	1.443088467	1.443088467	1.443088467	1.443088467	9.719391191	10.19312716	1.443088467	12.4113282	6.685111266	3.803386907	1.443088467	10.54663637
sp|Q3SX14|GELS_BOVIN	2.10643049	2.707543684	1.443088467	2.473443487	7.813259347	9.350645209	10.29195016	15.18198794	2.499418	2.900221877	2.645709316	8.54136811
sp|Q9GJW7|GBRAP_BOVIN	1.443088467	1.443088467	9.093251041	1.443088467	8.452721674	9.695068671	10.78758642	11.95764351	2.499418	9.209114333	1.443088467	10.95784111
sp|O95166|GBRAP_HUMAN	1.443088467	1.443088467	9.093251041	1.443088467	8.452721674	9.695068671	10.78758642	11.95764351	2.499418	9.209114333	1.443088467	10.95784111
sp|Q9DCD6|GBRAP_MOUSE	1.443088467	1.443088467	9.093251041	1.443088467	8.452721674	9.695068671	10.78758642	11.95764351	2.499418	9.209114333	1.443088467	10.95784111
sp|Q8MK68|GBRAP_RABIT	1.443088467	1.443088467	9.093251041	1.443088467	8.452721674	9.695068671	10.78758642	11.95764351	2.499418	9.209114333	1.443088467	10.95784111
sp|P60517|GBRAP_RAT	1.443088467	1.443088467	9.093251041	1.443088467	8.452721674	9.695068671	10.78758642	11.95764351	2.499418	9.209114333	1.443088467	10.95784111
sp|P20065|TYB4_MOUSE	9.987532634	1.443088467	3.039593927	2.179230643	11.02255108	7.037099837	1.443088467	3.853391485	11.74551757	1.443088467	11.54599438	1.443088467
sp|P62992|RS27A_BOVIN	11.18015188	11.86755021	2.18582988	11.49562265	3.614297484	10.23693345	10.64709032	2.566050219	11.71051889	2.30758961	2.819512216	11.26055628
sp|P62978|RS27A_CAVPO	11.18015188	11.86755021	2.18582988	11.49562265	3.614297484	10.23693345	10.64709032	2.566050219	11.71051889	2.30758961	2.819512216	11.26055628
sp|P62979|RS27A_HUMAN	11.18015188	11.86755021	2.18582988	11.49562265	3.614297484	10.23693345	10.64709032	2.566050219	11.71051889	2.30758961	2.819512216	11.26055628
sp|Q9Y3U8|RL36_HUMAN	9.245159526	8.396895015	10.6990062	2.473443487	9.725234014	10.33068295	1.443088467	12.43949575	11.220312	1.443088467	11.00667527	1.443088467
sp|Q5RAZ9|RL36_PONAB	9.245159526	8.396895015	10.6990062	2.473443487	9.725234014	10.33068295	1.443088467	12.43949575	11.220312	1.443088467	11.00667527	1.443088467
sp|Q3ZC61|MOFA1_BOVIN	9.738607327	1.443088467	9.992144492	9.783799551	8.288788758	1.443088467	1.443088467	11.56960735	1.443088467	1.443088467	1.443088467	1.443088467
sp|P46778|RL21_HUMAN	10.81308342	10.23590313	5.58540179	2.179230643	9.211146877	9.212384728	1.443088467	13.4163344	12.74245157	2.30758961	3.605118798	3.244648248
sp|P49666|RL21_PIG	10.81308342	10.23590313	5.58540179	2.179230643	9.211146877	9.212384728	1.443088467	13.4163344	12.74245157	2.30758961	3.605118798	3.244648248
sp|Q3T0S6|RL8_BOVIN	12.52868701	12.48384041	5.752892096	11.72996986	11.37727704	12.58892698	11.94500159	3.160579214	3.064207824	3.567509562	3.685828936	13.03495193
sp|P62917|RL8_HUMAN	12.52868701	12.48384041	5.752892096	11.72996986	11.37727704	12.58892698	11.94500159	3.160579214	3.064207824	3.567509562	3.685828936	13.03495193
sp|P62918|RL8_MOUSE	12.52868701	12.48384041	5.752892096	11.72996986	11.37727704	12.58892698	11.94500159	3.160579214	3.064207824	3.567509562	3.685828936	13.03495193
sp|P62919|RL8_RAT	12.52868701	12.48384041	5.752892096	11.72996986	11.37727704	12.58892698	11.94500159	3.160579214	3.064207824	3.567509562	3.685828936	13.03495193
sp|P07203|GPX1_HUMAN	1.443088467	10.76065296	11.81465027	10.63586936	1.443088467	4.845538703	1.443088467	1.443088467	1.443088467	1.443088467	10.02717462	5.314635048
sp|Q61781|K1C14_MOUSE	1.443088467	1.443088467	1.443088467	9.666692722	1.443088467	4.88235019	1.443088467	14.30312206	3.327006435	8.229491425	4.199922525	10.19866126
sp|Q9QY23|PKP3_MOUSE	12.52654287	8.393715662	2.482495847	9.639471052	11.41752791	1.443088467	9.52099657	1.443088467	12.05702643	1.443088467	9.912014772	8.142533173
sp|Q148F8|HSPB6_BOVIN	11.04846677	9.944780296	11.79354689	5.768047723	9.688820434	12.25767118	13.98226605	10.56353901	1.443088467	11.80102415	3.51908637	1.443088467
sp|Q9JMC3|DNJA4_MOUSE	11.55365038	10.93370618	6.276917097	5.748718606	10.4453814	1.443088467	1.443088467	1.443088467	1.443088467	10.10439995	11.49355251	9.874944702
sp|P00813|ADA_HUMAN	10.42948867	12.23724346	3.858570187	8.640097368	5.479415061	4.645581719	10.31022513	4.744995692	3.813108572	14.49219156	13.83717417	1.443088467
sp|Q5R616|SDHA_PONAB	10.38284127	1.443088467	11.7596165	12.15163547	9.944776262	11.17973536	3.526780656	1.443088467	2.723479219	8.493845842	12.23163316	10.86829202
sp|P31040|SDHA_HUMAN	10.38284127	1.443088467	11.7596165	12.15163547	9.944776262	11.17973536	3.526780656	1.443088467	2.723479219	8.493845842	12.23163316	10.86829202
sp|Q4R5B0|ATPG_MACFA	1.443088467	7.200655933	1.443088467	1.443088467	1.443088467	7.41265548	1.443088467	4.021703835	11.27368209	11.07011925	12.05629845	9.209220677
sp|P24460|CP2BB_CANLF	5.270270072	11.96126241	12.28487496	4.231857062	11.21304318	10.22188557	1.443088467	2.566050219	1.443088467	1.443088467	2.645709316	7.141183139
sp|Q7Z406|MYH14_HUMAN	1.443088467	1.443088467	2.884346055	10.84437353	10.15055781	9.389189917	9.137241493	12.67094541	1.443088467	10.55864703	10.98594478	4.702793413
sp|Q5E973|RL18_BOVIN	2.879408499	9.432519413	1.443088467	11.70424004	11.12995975	9.74916699	8.79328775	13.74095107	12.31242437	2.900221877	2.645709316	5.556353481
sp|Q04467|IDHP_BOVIN	10.9990113	2.188398	10.80499081	3.68020254	9.241361652	12.65137367	1.443088467	4.171500353	10.35446596	2.30758961	3.100810506	11.47606436
sp|Q58DT1|RL7_BOVIN	1.443088467	2.188398	3.932448493	3.026403956	11.22202437	2.185746503	1.443088467	2.802555411	3.43998804	1.443088467	12.58612483	11.85058653
sp|Q8VEM8|MPCP_MOUSE	1.443088467	10.3969924	11.49083066	10.33502232	8.070532561	6.865373054	12.33946737	2.995590903	12.83728314	10.3286003	2.819512216	1.443088467
sp|Q05717|IBP5_BOVIN	1.443088467	1.443088467	1.443088467	1.443088467	1.443088467	1.443088467	11.90569089	1.443088467	1.443088467	1.443088467	1.443088467	13.27333871
sp|Q6P5S2|LEG1H_HUMAN	3.836004835	2.707543684	1.443088467	2.692581597	1.443088467	2.185746503	1.443088467	1.443088467	5.756720234	16.37140293	8.13408028	2.526492849
sp|Q13835|PKP1_HUMAN	12.29825648	1.443088467	12.99128435	12.21073547	12.46754246	7.973962482	12.40291076	6.334486822	3.327006435	12.56986078	2.968897092	9.584682723
sp|P50580|PA2G4_MOUSE	7.731340418	10.08442384	11.32507173	1.443088467	11.22820953	5.085181396	10.16979881	12.12308396	1.443088467	10.15364377	1.443088467	2.755642871
sp|Q3T0F4|RS10_BOVIN	10.95419547	10.71043046	11.43203506	12.18608675	1.443088467	10.79870751	1.443088467	5.286420969	11.77812308	4.003782667	11.94938579	12.53939543
sp|P46783|RS10_HUMAN	10.95419547	10.71043046	11.43203506	12.18608675	1.443088467	10.79870751	1.443088467	5.286420969	11.77812308	4.003782667	11.94938579	12.53939543
sp|P51858|HDGF_HUMAN	8.031505658	3.044720732	9.825263773	2.179230643	10.47284522	1.443088467	1.443088467	12.36043401	1.443088467	8.598641128	10.81644325	2.526492849
sp|Q7YRZ9|MCL1_FELCA	11.4981254	10.41435247	11.28601941	1.443088467	4.395849083	10.40780062	1.443088467	3.553012967	12.73698689	12.61150088	7.178069582	10.9918188
sp|Q5E964|PSD13_BOVIN	1.443088467	2.486017372	10.57349674	1.443088467	9.055977697	1.443088467	9.183891187	11.14649944	1.443088467	1.443088467	9.625640749	1.443088467
sp|P08059|G6PI_PIG	11.4461365	9.970614337	3.411002001	12.02638633	2.72208182	11.87017247	12.8658543	2.995590903	13.34002494	8.870774087	12.97433894	3.945063605
