	Chiroderma_villosum	Carollia_brevicauda	Sturnira_ludovici	Artibeus_jamaicensis	Hsunycteris_thomasi	Anoura_geoffroyi	Glossophaga_soricina	Noctilio_leporinus	Mormoops_blainvillei	Macrotus_waterhousi	Pteronotus_pusillus	Desmodus_rotundus
sp|P12236|ADT3_HUMAN	11.04447622	2.486017372	2.18582988	1.443088467	1.443088467	1.443088467	8.4866111	2.995590903	3.54374406	1.443088467	11.34865808	11.76325635
sp|Q9D4C5|EAF1_MOUSE	1.443088467	1.443088467	9.481601951	1.443088467	1.443088467	1.443088467	1.443088467	10.93939292	10.22083001	1.443088467	9.658167171	8.500345513
sp|Q5ZID0|NMRL1_CHICK	1.443088467	9.641281268	1.443088467	1.443088467	6.986693731	4.068890636	8.381364277	5.678025486	13.32553408	9.240642928	11.88646232	1.443088467
sp|Q75NG9|TNNT3_PIG	1.443088467	1.443088467	1.443088467	12.47679362	1.443088467	1.443088467	1.443088467	2.995590903	9.649672765	1.443088467	4.399071082	11.39660906
sp|Q5RET7|GTR5_PONAB	10.34764835	11.15966531	9.678634683	10.90441328	4.682350947	9.653450523	1.443088467	1.443088467	1.443088467	1.443088467	7.591414998	1.443088467
sp|Q5NVP9|MO4L1_PONAB	1.443088467	8.062417338	2.884346055	1.443088467	1.443088467	4.768915502	1.443088467	10.81728652	11.50536088	10.12143635	10.24506262	1.443088467
sp|Q02257|PLAK_MOUSE	1.443088467	12.5406372	2.482495847	2.179230643	11.20887908	6.595378222	12.07612673	3.760630984	2.723479219	1.443088467	2.645709316	7.852749821
sp|P42029|NDUA8_BOVIN	9.151795319	9.291029	1.443088467	9.404040803	8.721820402	1.443088467	1.443088467	10.19701571	10.28391379	1.443088467	11.00527125	1.443088467
sp|Q8MJD5|HOP_BOVIN	3.773231399	12.27509714	12.32478679	11.92669897	12.03876503	13.12819145	12.40066828	6.380256438	1.443088467	6.598394514	6.045138835	14.62558677
sp|P28650|PURA1_MOUSE	10.59633139	10.99005144	12.13413454	11.32019823	10.00124705	11.18339543	1.443088467	3.305540303	12.55860587	10.91867095	3.605118798	2.217952165
sp|P36542|ATPG_HUMAN	10.08477898	7.200655933	9.08740104	10.24930073	11.21026845	11.29671382	12.51413357	2.566050219	1.443088467	1.443088467	7.715680304	1.443088467
sp|Q5RBN6|NDRG2_PONAB	11.02395094	11.79469989	12.00768714	12.29206558	10.33508228	3.039427423	12.95214558	6.576488013	3.327006435	11.6695434	4.488896111	1.443088467
sp|Q9WUH4|FHL1_RAT	13.10896201	13.51815626	2.884346055	14.18521619	11.83905158	13.94833924	13.08432905	5.628220304	11.9343103	9.128436776	2.819512216	13.43298039
sp|P46779|RL28_HUMAN	5.885954963	1.443088467	11.65209693	2.179230643	8.821553713	10.80287737	10.06607694	12.95193415	12.28118195	9.945700983	2.968897092	3.103472323
sp|Q9H3M7|TXNIP_HUMAN	12.0118853	12.46786839	8.514440067	13.20913679	12.32908782	10.29136928	12.26794739	1.443088467	4.398436939	2.648666827	12.77070314	12.15757584
sp|Q9Y605|MOFA1_HUMAN	1.443088467	10.14806922	1.443088467	1.443088467	1.443088467	9.778502004	9.300100736	1.443088467	9.772907824	8.95506487	10.84183658	9.159415228
sp|Q3T0Q6|CNBP_BOVIN	6.14683519	1.443088467	1.443088467	1.443088467	1.443088467	8.274333065	9.303945683	11.61214064	11.2948394	1.443088467	1.443088467	1.443088467
sp|P62265|RS14_CRIGR	10.83773529	9.603252798	12.31918197	11.55510161	1.443088467	11.36236082	11.1784882	1.443088467	12.55148155	11.18552379	3.327477899	11.45227026
sp|P62263|RS14_HUMAN	10.83773529	9.603252798	12.31918197	11.55510161	1.443088467	11.36236082	11.1784882	1.443088467	12.55148155	11.18552379	3.327477899	11.45227026
sp|P62264|RS14_MOUSE	10.83773529	9.603252798	12.31918197	11.55510161	1.443088467	11.36236082	11.1784882	1.443088467	12.55148155	11.18552379	3.327477899	11.45227026
sp|Q29393|PGS2_CANLF	11.06116285	10.09620653	9.941159108	10.61672122	3.870399254	9.905810304	1.443088467	9.076346463	2.499418	1.443088467	1.443088467	11.20272047
sp|C0HL66|H33A_DROME	10.24983626	10.34279846	11.98898222	1.443088467	9.089583921	2.482381506	5.640099656	2.995590903	3.20273085	1.443088467	11.34237044	11.06559853
sp|C0HL67|H33B_DROME	10.24983626	10.34279846	11.98898222	1.443088467	9.089583921	2.482381506	5.640099656	2.995590903	3.20273085	1.443088467	11.34237044	11.06559853
sp|Q5E9F8|H33_BOVIN	10.24983626	10.34279846	11.98898222	1.443088467	9.089583921	2.482381506	5.640099656	2.995590903	3.20273085	1.443088467	11.34237044	11.06559853
sp|P84247|H33_CHICK	10.24983626	10.34279846	11.98898222	1.443088467	9.089583921	2.482381506	5.640099656	2.995590903	3.20273085	1.443088467	11.34237044	11.06559853
sp|Q6PI20|H33_DANRE	10.24983626	10.34279846	11.98898222	1.443088467	9.089583921	2.482381506	5.640099656	2.995590903	3.20273085	1.443088467	11.34237044	11.06559853
sp|P84250|H33_DROHY	10.24983626	10.34279846	11.98898222	1.443088467	9.089583921	2.482381506	5.640099656	2.995590903	3.20273085	1.443088467	11.34237044	11.06559853
sp|P84243|H33_HUMAN	10.24983626	10.34279846	11.98898222	1.443088467	9.089583921	2.482381506	5.640099656	2.995590903	3.20273085	1.443088467	11.34237044	11.06559853
sp|P84244|H33_MOUSE	10.24983626	10.34279846	11.98898222	1.443088467	9.089583921	2.482381506	5.640099656	2.995590903	3.20273085	1.443088467	11.34237044	11.06559853
sp|Q71LE2|H33_PIG	10.24983626	10.34279846	11.98898222	1.443088467	9.089583921	2.482381506	5.640099656	2.995590903	3.20273085	1.443088467	11.34237044	11.06559853
sp|P84246|H33_RABIT	10.24983626	10.34279846	11.98898222	1.443088467	9.089583921	2.482381506	5.640099656	2.995590903	3.20273085	1.443088467	11.34237044	11.06559853
sp|P84245|H33_RAT	10.24983626	10.34279846	11.98898222	1.443088467	9.089583921	2.482381506	5.640099656	2.995590903	3.20273085	1.443088467	11.34237044	11.06559853
sp|P84248|H33_SPISO	10.24983626	10.34279846	11.98898222	1.443088467	9.089583921	2.482381506	5.640099656	2.995590903	3.20273085	1.443088467	11.34237044	11.06559853
sp|Q6PI79|H33_XENLA	10.24983626	10.34279846	11.98898222	1.443088467	9.089583921	2.482381506	5.640099656	2.995590903	3.20273085	1.443088467	11.34237044	11.06559853
sp|Q6P823|H33_XENTR	10.24983626	10.34279846	11.98898222	1.443088467	9.089583921	2.482381506	5.640099656	2.995590903	3.20273085	1.443088467	11.34237044	11.06559853
sp|Q6P6Q2|K2C5_RAT	4.776066116	5.721995592	9.176432457	11.40192301	5.403406843	11.18932331	2.235508479	14.91431592	7.116166442	2.30758961	1.443088467	3.371185907
sp|Q96DA0|ZG16B_HUMAN	1.443088467	2.486017372	1.443088467	4.340919345	1.443088467	1.443088467	2.784115954	4.171500353	5.028710081	9.179386457	15.95038585	2.943035069
sp|P70314|PITX1_MOUSE	4.95141666	1.443088467	3.039593927	9.163168333	3.098645397	7.329188101	10.28418563	13.40727652	1.443088467	5.264542909	11.42624985	11.88929387
sp|F1LMY4|RYR1_RAT	11.3171168	10.200863	11.43587674	5.647963554	2.098093497	1.443088467	2.550492191	5.945239825	11.83820407	9.226176841	1.443088467	2.526492849
sp|Q5XKE0|MYPC2_MOUSE	7.193567504	9.93933948	4.882625351	1.443088467	11.14892114	9.329328696	12.91224482	11.42030922	11.7448771	1.443088467	13.60113925	12.10933763
sp|Q4R3G2|SPB6_MACFA	6.871785238	1.443088467	1.443088467	12.69048869	1.443088467	1.443088467	1.443088467	7.310120674	11.21013953	8.485771758	2.968897092	1.443088467
sp|Q8MJD6|HOP_PIG	1.443088467	1.443088467	1.443088467	11.92669897	1.443088467	13.12819145	1.443088467	2.802555411	1.443088467	1.443088467	2.968897092	1.443088467
sp|Q99KI0|ACON_MOUSE	12.45528991	11.44833614	11.58621478	6.266044698	1.443088467	7.700146601	1.443088467	12.11971859	5.947326267	1.443088467	7.509256177	4.457653076
sp|Q9Y446|PKP3_HUMAN	12.52654287	1.443088467	5.370137717	2.179230643	11.41752791	11.84699444	1.443088467	7.754035997	12.05702643	9.721686498	9.821309492	9.338379639
sp|P41105|RL28_MOUSE	1.443088467	10.32788515	11.65209693	2.179230643	8.821553713	10.80287737	10.06607694	12.95193415	12.28118195	9.945700983	3.605118798	3.103472323
sp|Q13882|PTK6_HUMAN	1.443088467	8.600898784	5.395717951	10.34388311	11.2697796	10.92868719	10.21133452	9.689388163	3.43998804	1.443088467	1.443088467	1.443088467
sp|P49748|ACADV_HUMAN	3.953387108	3.704009153	11.61902511	12.59182692	7.371643513	1.443088467	3.281641034	9.019693149	9.317136227	2.900221877	13.24961666	3.103472323
sp|Q5TM45|CDSN_MACMU	11.72948175	10.88472712	11.03716361	10.29487662	13.33789066	12.95366561	4.337191597	14.01523924	2.499418	10.01606287	1.443088467	9.491144965
sp|Q9ZZ58|NU4M_CANLF	2.10643049	1.443088467	2.18582988	2.692581597	1.443088467	1.443088467	2.784115954	2.995590903	2.499418	16.55995022	1.443088467	1.443088467
sp|Q3T0D5|RL30_BOVIN	10.5253771	10.4757754	11.78994943	11.01697621	3.382795688	10.27345126	2.235508479	3.435294444	12.34849558	1.443088467	11.44673788	10.74201456
sp|P62888|RL30_HUMAN	10.5253771	10.4757754	11.78994943	11.01697621	3.382795688	10.27345126	2.235508479	3.435294444	12.34849558	1.443088467	11.44673788	10.74201456
sp|Q76KA2|RL30_MACFA	10.5253771	10.4757754	11.78994943	11.01697621	3.382795688	10.27345126	2.235508479	3.435294444	12.34849558	1.443088467	11.44673788	10.74201456
sp|P62889|RL30_MOUSE	10.5253771	10.4757754	11.78994943	11.01697621	3.382795688	10.27345126	2.235508479	3.435294444	12.34849558	1.443088467	11.44673788	10.74201456
sp|P62890|RL30_RAT	10.5253771	10.4757754	11.78994943	11.01697621	3.382795688	10.27345126	2.235508479	3.435294444	12.34849558	1.443088467	11.44673788	10.74201456
sp|Q15149|PLEC_HUMAN	9.998300483	1.443088467	3.039593927	10.87914562	3.927432736	2.185746503	10.39377797	2.802555411	1.443088467	1.443088467	1.443088467	11.32115422
sp|Q15392|DHC24_HUMAN	1.443088467	1.443088467	1.443088467	8.826361757	1.443088467	10.24571238	1.443088467	10.87764014	5.874090284	8.77794857	11.14782535	8.996500494
sp|P00428|COX5B_BOVIN	9.889496825	1.443088467	10.16873771	9.849756491	10.54178625	10.59118894	11.34027731	6.062259756	5.277051902	1.443088467	1.443088467	1.443088467
sp|P01001|ISK6_BOVIN	11.86959754	11.19707618	11.38670747	11.456792	12.18884054	10.19856321	6.165605625	1.443088467	1.443088467	8.533551985	3.967099641	12.81825101
sp|P24807|CD24_MOUSE	8.777836924	9.635909618	1.443088467	1.443088467	12.23359482	8.35119344	1.443088467	12.04480557	3.20273085	6.685629049	1.443088467	4.22499975
sp|O14521|DHSD_HUMAN	8.100788327	2.188398	1.443088467	10.15175423	10.54399177	1.443088467	11.73463713	1.443088467	10.3426621	9.319985392	10.91842695	8.605265703
sp|P50116|S10A9_RAT	2.373284723	2.707543684	2.18582988	4.442051069	1.443088467	15.17492671	1.443088467	3.553012967	2.906948104	3.104701029	4.691120846	11.17992047
sp|P68265|GLTP_BOVIN	10.62600886	2.188398	10.65551831	9.407118596	8.459748213	10.36814988	9.446425641	1.443088467	1.443088467	5.442677317	1.443088467	12.04551446
sp|P68266|GLTP_PIG	10.62600886	2.188398	10.65551831	9.407118596	8.459748213	10.36814988	9.446425641	1.443088467	1.443088467	5.442677317	1.443088467	12.04551446
sp|O60397|COX7S_HUMAN	9.212809273	9.748454446	9.884937104	1.443088467	1.443088467	9.845871331	9.943265268	10.51398202	1.443088467	1.443088467	4.995079874	1.443088467
sp|P23116|EIF3A_MOUSE	1.443088467	1.443088467	1.443088467	1.443088467	1.443088467	1.443088467	1.443088467	12.50308536	9.615044611	10.65899091	2.968897092	3.689170107
sp|P11966|ODPB_BOVIN	5.54896418	1.443088467	2.18582988	7.257077517	1.443088467	8.759438781	1.443088467	2.802555411	13.67318654	1.443088467	10.62373247	2.755642871
sp|Q14118|DAG1_HUMAN	8.625883952	1.443088467	1.443088467	10.31467943	1.443088467	1.443088467	8.403036925	1.443088467	11.5241456	9.19927295	7.650101255	1.443088467
sp|P48659|COX1_HORSE	3.221179078	3.305049482	2.482495847	5.981727978	16.6923568	2.884193212	3.281641034	3.305540303	7.322610877	1.443088467	2.434103142	1.443088467
sp|Q8N1E2|LYG1_HUMAN	9.485470541	11.26389356	4.729258778	1.443088467	9.122425069	11.54628276	1.443088467	2.995590903	3.064207824	12.01389174	3.327477899	9.886011676
sp|P03973|SLPI_HUMAN	8.134220411	11.49432749	1.443088467	1.443088467	12.77787696	1.443088467	1.443088467	2.566050219	3.43998804	1.443088467	5.907341848	1.443088467
sp|P92477|COX1_EQUAS	1.443088467	3.181911912	2.482495847	2.179230643	2.36178092	2.884193212	1.443088467	2.995590903	4.886145605	16.83279362	2.434103142	2.755642871
sp|Q9NZJ9|NUDT4_HUMAN	2.10643049	10.58433712	9.858847052	11.89059586	2.098093497	8.807666732	9.30202449	1.443088467	11.1152078	10.89219039	3.426896073	11.84082422
sp|Q5RAF0|NUDT4_PONAB	2.10643049	10.58433712	9.858847052	11.89059586	2.098093497	8.807666732	9.30202449	1.443088467	11.1152078	10.89219039	3.426896073	11.84082422
sp|O75323|NIPS2_HUMAN	11.78602429	11.85979504	11.31007985	12.54019526	7.764907184	11.89130658	13.06520059	3.553012967	11.75509062	1.443088467	3.100810506	11.17341114
sp|O62680|CD59_PIG	2.373284723	12.04470368	11.78242577	6.537483992	5.100175185	1.443088467	9.576090121	10.9501699	11.7874829	10.78523983	1.443088467	9.263034562
sp|P55812|UBIM_PIG	9.717709379	2.188398	11.07164754	10.6886763	11.37511084	10.84045317	1.443088467	10.82969824	3.966521302	11.13930599	1.443088467	6.840908684
sp|P15408|FOSL2_HUMAN	2.573071879	8.892017221	1.443088467	11.21524435	1.443088467	10.42876736	10.72801907	5.467496426	2.499418	11.20778232	3.219423082	10.33502079
sp|Q76N24|RS4X_CHLAE	11.79341444	4.854237717	2.884346055	12.35975182	8.073589499	1.443088467	8.161643185	2.802555411	3.327006435	11.52141593	12.26545414	4.510223351
sp|P62705|RS4X_FELCA	11.79341444	4.854237717	2.884346055	12.35975182	8.073589499	1.443088467	8.161643185	2.802555411	3.327006435	11.52141593	12.26545414	4.510223351
sp|P62701|RS4X_HUMAN	11.79341444	4.854237717	2.884346055	12.35975182	8.073589499	1.443088467	8.161643185	2.802555411	3.327006435	11.52141593	12.26545414	4.510223351
sp|Q76MY1|RS4X_MACFU	11.79341444	4.854237717	2.884346055	12.35975182	8.073589499	1.443088467	8.161643185	2.802555411	3.327006435	11.52141593	12.26545414	4.510223351
sp|P62704|RS4X_MESAU	11.79341444	4.854237717	2.884346055	12.35975182	8.073589499	1.443088467	8.161643185	2.802555411	3.327006435	11.52141593	12.26545414	4.510223351
sp|P62702|RS4X_MOUSE	11.79341444	4.854237717	2.884346055	12.35975182	8.073589499	1.443088467	8.161643185	2.802555411	3.327006435	11.52141593	12.26545414	4.510223351
sp|P62703|RS4X_RAT	11.79341444	4.854237717	2.884346055	12.35975182	8.073589499	1.443088467	8.161643185	2.802555411	3.327006435	11.52141593	12.26545414	4.510223351
sp|P79103|RS4_BOVIN	11.79341444	4.854237717	2.884346055	12.35975182	8.073589499	1.443088467	8.161643185	2.802555411	3.327006435	11.52141593	12.26545414	4.510223351
sp|P18077|RL35A_HUMAN	11.20396114	9.308016113	11.36993814	2.473443487	10.01323619	11.02566296	10.93866546	1.443088467	1.443088467	10.81615478	12.24537578	10.90864533
sp|P61272|RL35A_MACFA	11.20396114	9.308016113	11.36993814	2.473443487	10.01323619	11.02566296	10.93866546	1.443088467	1.443088467	10.81615478	12.24537578	10.90864533
sp|Q5R8K6|RL35A_PONAB	11.20396114	9.308016113	11.36993814	2.473443487	10.01323619	11.02566296	10.93866546	1.443088467	1.443088467	10.81615478	12.24537578	10.90864533
sp|P28783|S10A9_BOVIN	3.564820729	2.188398	3.039593927	1.443088467	1.443088467	3.039427423	4.209181322	16.74733769	2.499418	1.443088467	2.645709316	3.103472323
sp|Q969L2|MAL2_HUMAN	9.089636507	9.17914939	11.77304162	1.443088467	10.68207013	12.66599979	1.443088467	4.962769679	4.344394993	5.104084026	1.443088467	9.640932654
sp|Q2KJH4|WDR1_BOVIN	10.02365791	1.443088467	4.069129371	7.460438203	1.443088467	9.559404598	10.38472972	10.06442859	1.443088467	1.443088467	10.2379073	1.443088467
sp|P06454|PTMA_HUMAN	8.0054634	1.443088467	12.88401143	11.29674267	11.94215234	11.92640246	10.49057786	13.37529485	13.0299257	11.78671929	1.443088467	10.03264556
sp|P26350|PTMA_MOUSE	8.0054634	1.443088467	12.88401143	11.29674267	11.94215234	11.92640246	10.49057786	13.37529485	13.0299257	11.78671929	1.443088467	10.03264556
sp|P06302|PTMA_RAT	8.0054634	1.443088467	12.88401143	11.29674267	11.94215234	11.92640246	10.49057786	13.37529485	13.0299257	11.78671929	1.443088467	10.03264556
sp|P07308|ACOD1_RAT	1.443088467	1.443088467	6.761718966	13.6859411	1.443088467	9.335921233	1.443088467	1.443088467	3.20273085	2.30758961	1.443088467	8.497141074
sp|P00167|CYB5_HUMAN	1.443088467	1.443088467	1.443088467	1.443088467	9.311654166	9.517971927	9.496005298	1.443088467	9.958922474	9.388710421	1.443088467	1.443088467
sp|Q5XQN5|K2C5_BOVIN	4.776066116	1.443088467	9.176432457	11.40192301	7.988689218	11.48198083	1.443088467	11.88945591	2.906948104	1.443088467	6.834331294	2.943035069
sp|Q076A6|MYH1_CANLF	9.731674926	1.443088467	2.482495847	7.825095602	1.443088467	1.443088467	2.235508479	1.443088467	1.443088467	6.820218831	9.621981015	12.68061534
sp|Q0VC36|1433S_BOVIN	13.07258626	8.789305204	1.443088467	1.443088467	7.650820479	12.95245956	11.05274108	7.568975043	5.628891299	11.75011339	2.968897092	8.500345513
sp|O77642|1433S_SHEEP	13.07258626	8.789305204	1.443088467	1.443088467	7.650820479	12.95245956	11.05274108	7.568975043	5.628891299	11.75011339	2.968897092	8.500345513
sp|Q8BG05|ROA3_MOUSE	1.443088467	1.443088467	10.97779296	11.30954648	1.443088467	10.73964905	1.443088467	2.802555411	3.064207824	1.443088467	6.197386154	8.022845515
sp|Q6URK4|ROA3_RAT	1.443088467	1.443088467	10.97779296	11.30954648	1.443088467	10.73964905	1.443088467	2.802555411	3.064207824	1.443088467	6.197386154	8.022845515
sp|P07310|KCRM_MOUSE	12.36457608	2.889052553	3.039593927	7.454498755	1.443088467	1.443088467	1.443088467	4.879629941	3.966521302	2.648666827	13.14406263	1.443088467
sp|P00564|KCRM_RAT	12.36457608	2.889052553	3.039593927	7.454498755	1.443088467	1.443088467	1.443088467	4.879629941	3.966521302	2.648666827	13.14406263	1.443088467
sp|P05027|AT1B1_PIG	6.907394694	1.443088467	1.443088467	11.09586626	9.454502355	1.443088467	1.443088467	4.69711087	1.443088467	1.443088467	11.67815822	1.443088467
sp|A1YG32|S38A2_PANPA	10.62119413	11.27904887	1.443088467	1.443088467	9.528766617	8.31494463	12.26449859	6.615271752	10.88578808	2.30758961	11.42694915	11.49425869
sp|Q99M73|KRT84_MOUSE	9.709667946	9.822435937	12.35897802	2.179230643	9.319400219	1.443088467	8.144590023	9.515912922	2.906948104	1.443088467	3.327477899	1.443088467
sp|Q2KJA1|SH3G1_BOVIN	8.667995144	9.055848333	11.20953835	6.345291012	1.443088467	10.3705599	1.443088467	1.443088467	2.723479219	10.26751348	10.00486633	1.443088467
sp|P02585|TNNC2_HUMAN	1.443088467	1.443088467	6.30410653	2.872240466	11.2674457	1.443088467	13.51356683	1.443088467	5.694228913	4.472830632	1.443088467	1.443088467
sp|Q1W0Y2|COX7C_PIG	10.50635439	11.16806308	11.3622875	1.443088467	3.870399254	10.42799623	8.131666527	2.566050219	10.84333766	10.52555616	1.443088467	11.19186107
sp|Q9Y6H1|CHCH2_HUMAN	11.11695182	1.443088467	2.18582988	2.872240466	1.443088467	1.443088467	10.494789	2.802555411	3.54374406	2.30758961	12.01526996	1.443088467
sp|Q9NP98|MYOZ1_HUMAN	1.443088467	10.89263133	3.299269523	1.443088467	7.4443058	4.768915502	14.00155693	8.041745123	4.168377356	7.704546198	12.03558622	10.22116937
sp|Q9UKR3|KLK13_HUMAN	6.14683519	1.443088467	12.13034631	6.716984383	10.26661855	10.02686976	1.443088467	14.79903185	11.82007623	6.353949451	5.939125369	10.20456688
sp|P22298|SLPI_PIG	1.443088467	1.443088467	12.45069095	7.838838824	12.18035879	8.759438781	3.41014257	1.443088467	3.20273085	1.443088467	2.968897092	4.56089365
sp|Q13765|NACA_HUMAN	11.70111783	11.55499625	11.90250574	11.19846611	10.67202179	10.3348029	9.982178949	1.443088467	2.499418	10.82977354	8.217289385	1.443088467
sp|Q56JU9|RS24_BOVIN	11.04447622	11.12749181	10.11990336	11.34969141	8.431434336	1.443088467	1.443088467	4.021703835	4.685063734	1.443088467	8.986121589	10.8720075
sp|Q5RAQ8|RS24_PONAB	11.04447622	11.12749181	10.11990336	11.34969141	8.431434336	1.443088467	1.443088467	4.021703835	4.685063734	1.443088467	8.986121589	10.8720075
sp|P04261|K2C3_BOVIN	4.776066116	1.443088467	9.176432457	11.40192301	1.443088467	1.443088467	1.443088467	11.88945591	7.116166442	1.443088467	6.834331294	1.443088467
sp|D2WKD8|AT1A2_PIG	4.776066116	10.72441684	2.884346055	11.96766476	3.614297484	13.51873931	11.42877335	5.349361353	1.443088467	9.503123903	11.46046439	10.00019267
sp|P62846|RS15_CHICK	8.103859831	1.443088467	9.496393592	10.91255797	10.3765109	1.443088467	10.86705318	13.25633729	3.327006435	11.30505017	11.87215569	10.72773207
sp|P62841|RS15_HUMAN	8.103859831	1.443088467	9.496393592	10.91255797	10.3765109	1.443088467	10.86705318	13.25633729	3.327006435	11.30505017	11.87215569	10.72773207
sp|P62842|RS15_MESAU	8.103859831	1.443088467	9.496393592	10.91255797	10.3765109	1.443088467	10.86705318	13.25633729	3.327006435	11.30505017	11.87215569	10.72773207
sp|P62843|RS15_MOUSE	8.103859831	1.443088467	9.496393592	10.91255797	10.3765109	1.443088467	10.86705318	13.25633729	3.327006435	11.30505017	11.87215569	10.72773207
sp|P62844|RS15_PIG	8.103859831	1.443088467	9.496393592	10.91255797	10.3765109	1.443088467	10.86705318	13.25633729	3.327006435	11.30505017	11.87215569	10.72773207
sp|Q5RDI7|RS15_PONAB	8.103859831	1.443088467	9.496393592	10.91255797	10.3765109	1.443088467	10.86705318	13.25633729	3.327006435	11.30505017	11.87215569	10.72773207
sp|P62845|RS15_RAT	8.103859831	1.443088467	9.496393592	10.91255797	10.3765109	1.443088467	10.86705318	13.25633729	3.327006435	11.30505017	11.87215569	10.72773207
sp|Q19KI0|RHCG_PIG	8.783594371	7.489889605	1.443088467	2.473443487	6.927077656	1.443088467	1.443088467	15.57196585	2.723479219	4.658968627	3.51908637	6.393740754
sp|Q96FX8|PERP_HUMAN	5.782174692	1.443088467	1.443088467	2.473443487	5.422790632	1.443088467	1.443088467	15.91185996	3.54374406	1.443088467	2.968897092	1.443088467
sp|P12021|MUCAP_PIG	1.443088467	2.188398	1.443088467	2.473443487	1.443088467	1.443088467	1.443088467	2.995590903	3.064207824	1.443088467	16.18889049	2.755642871
sp|Q9NSB2|KRT84_HUMAN	13.13724772	13.51312939	10.45885441	14.21438885	13.09751849	7.904693135	6.575342779	9.87781611	2.198175254	11.15275391	2.150589549	10.98268331
sp|P10462|S10A2_BOVIN	1.443088467	2.188398	3.039593927	4.786393395	2.098093497	1.443088467	2.550492191	13.546	12.32939837	6.243229754	2.819512216	2.526492849
sp|Q5E938|EIF1_BOVIN	1.443088467	10.34855669	9.061773273	12.13919541	12.34071092	10.29813708	10.56375781	13.0505204	1.443088467	12.79605334	12.65951369	12.56333867
sp|P41567|EIF1_HUMAN	1.443088467	10.34855669	9.061773273	12.13919541	12.34071092	10.29813708	10.56375781	13.0505204	1.443088467	12.79605334	12.65951369	12.56333867
sp|Q5RFF4|EIF1_PONAB	1.443088467	10.34855669	9.061773273	12.13919541	12.34071092	10.29813708	10.56375781	13.0505204	1.443088467	12.79605334	12.65951369	12.56333867
sp|P11708|MDHC_PIG	2.573071879	2.889052553	10.52815126	4.231857062	8.512510555	3.513456813	10.43380716	2.566050219	12.44569472	1.443088467	10.03545209	1.443088467
sp|P47929|LEG7_HUMAN	10.13818227	1.443088467	4.602215504	9.709705079	1.443088467	10.65188984	3.281641034	6.725725806	13.02900533	1.443088467	9.666481589	8.663597053
sp|P83205|CATB_SHEEP	10.33789938	10.97842663	9.688973321	1.443088467	8.548108778	7.092676495	1.443088467	1.443088467	2.198175254	8.986876904	1.443088467	1.443088467
sp|E2RKA8|RL32_CANLF	1.443088467	9.728404615	4.557186569	1.443088467	10.9197219	11.09822609	10.107365	6.481712211	3.064207824	11.47067351	3.833827312	1.443088467
sp|P62910|RL32_HUMAN	1.443088467	9.728404615	4.557186569	1.443088467	10.9197219	11.09822609	10.107365	6.481712211	3.064207824	11.47067351	3.833827312	1.443088467
sp|Q76KA3|RL32_MACFA	1.443088467	9.728404615	4.557186569	1.443088467	10.9197219	11.09822609	10.107365	6.481712211	3.064207824	11.47067351	3.833827312	1.443088467
sp|P62911|RL32_MOUSE	1.443088467	9.728404615	4.557186569	1.443088467	10.9197219	11.09822609	10.107365	6.481712211	3.064207824	11.47067351	3.833827312	1.443088467
sp|Q6QAT0|RL32_PIG	1.443088467	9.728404615	4.557186569	1.443088467	10.9197219	11.09822609	10.107365	6.481712211	3.064207824	11.47067351	3.833827312	1.443088467
sp|P62912|RL32_RAT	1.443088467	9.728404615	4.557186569	1.443088467	10.9197219	11.09822609	10.107365	6.481712211	3.064207824	11.47067351	3.833827312	1.443088467
sp|P61246|RS3A_FELCA	2.373284723	7.22948265	12.8534594	1.443088467	3.098645397	2.185746503	1.443088467	3.553012967	3.20273085	1.443088467	2.819512216	12.57059727
sp|P49451|CENPB_SHEEP	1.443088467	1.443088467	1.443088467	6.503347751	1.443088467	1.443088467	1.443088467	11.33871233	9.260904623	9.788848413	10.27177801	5.763121075
sp|A1A5S1|PRP6_RAT	1.443088467	1.443088467	1.443088467	1.443088467	1.443088467	8.606981715	8.655626529	10.9851117	1.443088467	8.960901299	1.443088467	9.671102253
sp|Q9XSD9|PGS2_PIG	4.645797961	10.09620653	3.411002001	1.443088467	11.99086312	1.443088467	9.949415149	1.443088467	7.943667709	9.596059986	1.443088467	2.217952165
sp|P19957|ELAF_HUMAN	3.004898799	12.82196014	12.60878775	11.1162262	11.9095956	8.015625129	11.88850991	1.443088467	9.940021546	10.48258875	2.968897092	11.25629811
sp|P35478|CYTX_BOVIN	8.01528443	4.009735697	15.80408748	8.930568955	1.443088467	1.443088467	5.249749452	3.760630984	5.982590547	8.545253793	6.596296866	1.443088467
sp|P00939|TPIS_RABIT	12.24674014	12.92024045	12.39316823	9.261674139	12.49273728	1.443088467	12.24388108	12.60868882	6.237316858	11.56852415	12.67121811	2.755642871
sp|P48818|ACADV_BOVIN	11.8109039	11.24901722	10.53174566	9.242848304	7.371643513	1.443088467	10.95953481	4.098645985	2.723479219	11.68681396	2.968897092	12.48442909
sp|P26443|DHE3_MOUSE	10.19112378	1.443088467	2.884346055	9.943890882	9.712544522	1.443088467	1.443088467	2.802555411	10.13642228	10.08181363	3.219423082	1.443088467
sp|Q03403|TFF2_HUMAN	3.316305397	7.598835861	2.18582988	3.592057946	1.443088467	2.703218206	2.974944541	2.566050219	1.443088467	7.683518883	15.9090802	3.244648248
