taxon	trophic.level	marginality	pw.trop	pw.spec	group
Lophostoma_schulzi	0.124938736608	0.656981874008	30.1997069819	1.61671277828994	slow
Lophostoma_silvicolum_centralis	0.079181246048	0.599488923358	30.1431623827	1.61342667057492	slow
Lophostoma_silvicolum_laephotis	0.057991946978	0.572865187860	30.4794573908	1.71677398928526	slow
Macrophyllum_macrophyllum	0.397940008672	1	49.2863081154	1.28166191461691	slow
Macrotus_californicus	0.124938736608	0.656981874008	7.8148750165	0.64065599286123	slow
Macrotus_waterhousii_mexicanus	0.124938736608	0.656981874008	7.8190063766	0.74475589473802	slow
Macrotus_waterhousii_waterhousii	0.124938736608	0.656981874008	7.8191077097	0.74483986196307	slow
Mesophylla_macconnelli	-0.124938736608	0.343018125992	31.3264986909	3.03330395220156	fast
Micronycteris_brosseti	0.124938736608	0.656981874008	7.6104477782	1.11180244076842	slow
Micronycteris_giovanniae	0.124938736608	0.656981874008	7.610427201	1.21779252076263	slow
Micronycteris_hirsuta	0.079181246048	0.599488923358	8.759531569	1.00514169889757	slow
Micronycteris_homezi	0.124938736608	0.656981874008	7.7486251772	1.10480544659292	slow
Micronycteris_matses	0.124938736608	0.656981874008	7.6104271751	1.53087242766209	slow
Micronycteris_megalotis	0.124938736608	0.656981874008	7.6104271751	1.42682436639195	slow
Micronycteris_microtis	0.124938736608	0.656981874008	7.6104271751	1.53077402572121	slow
Micronycteris_minuta	0.124938736608	0.656981874008	7.7494493029	1.10479524211281	slow
Micronycteris_schmidtorum	0.124938736608	0.656981874008	7.7459346058	1.00157373474483	slow
Micronycteris_sp.	0.124938736608	0.656981874008	7.6104271751	1.3226564914626	slow
Mimon_bennettii	0.146128035678	0.683605609506	36.5356430705	1.26381254761586	slow
Mimon_cozumelae	0.301029995664	0.878235398683	40.0807480971	1.26384864500567	slow
Monophyllus_plethodon	0	0.5	51.538067718	1.6459280380553	slow
Monophyllus_redmani	0	0.5	51.2419423557	1.64581840225436	slow
Mormoops_blainvillei	0.397940008672	1	0.1125384963	0.64526676959134	slow
Mormoops_megalophylla	0.397940008672	1	0.1125394473	0.6452824122658	slow
Musonycteris_harrisoni	-0.124938736608	0.343018125992	33.0282242309	1.74494078362406	slow
Noctilio_albiventris	0.124938736608	0.656981874008	18.6128048171	0.49034148629032	slow
Noctilio_leporinus	0.124938736608	0.656981874008	18.5972898672	0.49034807042916	slow
Phylloderma_stenops	0	0.5	30.8446299189	1.62510712598022	slow
Phyllonycteris_aphylla	-0.397940008672	0	86.0378163113	1.75556938784212	slow
Phyllonycteris_poeyi_obtusa	-0.191885526239	0.258901439844	77.1985153635	1.86115843924146	slow
Phyllonycteris_poeyi_poeyi	-0.191885526239	0.258901439844	77.4311746872	1.86118959878431	slow
Phyllops_falcatus	-0.397940008672	0	39.3647824464	3.46397533824017	fast
Phyllostomus_discolor	-0.051152522447	0.435728349333	31.582780201	1.73285700858442	slow
Phyllostomus_elongatus	0.079181246048	0.599488923358	32.2615160668	1.94432413336439	slow
Phyllostomus_hastatus	-0.051152522447	0.435728349333	32.2837327803	1.94455731887803	slow
Phyllostomus_latifolius	0	0.500000000000	31.2168575472	1.83951044572924	slow
Platalina_genovensium	-0.124938736608	0.343018125992	27.1253997107	1.5273784210314	slow
Platyrrhinus_albericoi	-0.397940008672	0	49.1048890562	3.69426934903031	fast
Platyrrhinus_aurarius	-0.124938736608	0.343018125992	29.9573257132	3.91106680318236	fast
Platyrrhinus_brachycephalus	-0.124938736608	0.343018125992	31.0721073858	3.48919824223985	fast
Platyrrhinus_dorsalis	-0.124938736608	0.343018125992	29.9572989987	3.91258941907648	fast
Platyrrhinus_helleri	-0.124938736608	0.343018125992	31.7189137191	4.33741643094729	fast
Platyrrhinus_incarum	-0.124938736608	0.343018125992	31.6750623447	4.1288173641385	fast
Platyrrhinus_infuscus	-0.124938736608	0.343018125992	29.9573260921	3.91105178093254	fast
Platyrrhinus_ismaeli	-0.124938736608	0.343018125992	29.9572989892	4.331901371593	fast
Platyrrhinus_lineatus	-0.124938736608	0.343018125992	31.2441158844	3.70588640641763	fast
Platyrrhinus_masu	-0.124938736608	0.343018125992	29.9572974756	4.33201074107624	fast
Platyrrhinus_matapalensis	-0.124938736608	0.343018125992	31.7467892021	4.33746026999527	fast
Platyrrhinus_nigellus	-0.124938736608	0.343018125992	29.9572956585	4.12415707756751	fast
Platyrrhinus_recifinus	-0.301029995664	0.121764601317	41.4994465328	3.91844390281928	fast
Platyrrhinus_vittatus	-0.397940008672	0	49.1500909037	3.69422720551327	fast
Pteronotus_davyi_davyi	0.397940008672	1	0.1124379163	1.07326148507954	slow
Pteronotus_davyi_fulvus	0.397940008672	1	0.1124379163	0.97011670892855	slow
Pteronotus_gymnonotus	0.397940008672	1	0.1124379163	1.07333050792447	slow
Pteronotus_macleayii	0.397940008672	1	0.1124379163	0.97249863514449	slow
Pteronotus_mexicanus	0.397940008672	1	0.1124379163	0.75180310520969	slow
Pteronotus_parnellii	0.397940008672	1	0.1124379163	0.85662873419614	slow
Pteronotus_personatus	0.397940008672	1	0.1124379163	0.86105761183802	slow
Pteronotus_portoricensis	0.397940008672	1	0.1124379163	1.06449609515908	slow
Pteronotus_psilotis	0.397940008672	1	0.1124379163	0.86109233500686	slow
Pteronotus_pusillus	0.397940008672	1	0.1124379163	1.06445899487989	slow
Pteronotus_quadridens	0.397940008672	1	0.1124379163	0.97254609194005	slow
Pteronotus_rubiginosus	0.397940008672	1	0.1124379163	1.06461063998198	slow
Pteronotus_sp.	0.397940008672	1	0.1124379163	1.06455441712692	slow
Pygoderma_bilabiatum	-0.397940008672	0	39.3642270022	3.68056379425575	fast
Rhinophylla_alethina	-0.191885526239	0.258901439844	29.0505615956	1.56399333638101	slow
Rhinophylla_fischerae	-0.191885526239	0.258901439844	29.1114879443	1.684916989199	slow
Rhinophylla_pumilio	-0.191885526239	0.258901439844	29.1166345325	1.68484832119882	slow
Sphaeronycteris_toxophyllum	-0.397940008672	0	39.3640125863	3.46894326600487	fast
Stenoderma_rufum	-0.397940008672	0	39.3654854909	3.46391437118753	fast
Sturnira_angeli	-0.124938736608	0.343018125992	67.1385658862	3.14252714526563	fast
Sturnira_aratathomasi	-0.397940008672	0	63.8579333339	2.48998581756515	slow
Sturnira_bakeri	-0.124938736608	0.343018125992	65.3305134434	3.5887810438929	fast
Sturnira_bidens	-0.397940008672	0	63.9722103663	2.02181112542425	slow
Sturnira_bogotensis	-0.397940008672	0	64.138637783	3.38161136841705	fast
Sturnira_burtonlimi	-0.397940008672	0	64.2056222989	4.23234074260499	fast
Sturnira_erythromos	-0.124938736608	0.343018125992	64.892085001	3.58560887229919	fast
Sturnira_hondurensis	-0.397940008672	0	63.9580686569	4.02676153819078	fast
Sturnira_koopmanhilli	-0.301029995664	0.121764601317	63.6963339601	4.02919120539298	fast
Sturnira_lilium	-0.124938736608	0.343018125992	90.7030982828	3.14062922231451	fast
Sturnira_ludovici	-0.397940008672	0	64.193509085	4.23234074260499	fast
Sturnira_luisi	-0.124938736608	0.343018125992	67.1956774793	3.35040565442625	fast
Sturnira_magna	-0.397940008672	0	68.0576645108	3.16098194695534	fast
Sturnira_mordax	-0.301029995664	0.121764601317	63.7265609319	4.0292361846903	fast
Sturnira_nana	-0.397940008672	0	63.3046044625	2.25982550208142	slow
Sturnira_oporaphilum	-0.397940008672	0	104.9616361164	3.14064301038349	fast
Sturnira_parvidens	-0.124938736608	0.343018125992	65.3488179676	3.58881322912074	fast
Sturnira_paulsoni	-0.124938736608	0.343018125992	67.167935206	3.35038016876067	fast
Sturnira_perla	-0.301029995664	0.121764601317	63.3524346029	3.59910690638382	fast
Sturnira_sp.	-0.124938736608	0.343018125992	64.9852263575	3.58558866606952	fast
Sturnira_tildae	-0.124938736608	0.343018125992	65.4621968594	3.16253885535162	fast
Thyroptera_discifera	0.397940008672	1	0.6826458399	0.23220407526699	slow
Thyroptera_lavali	0.397940008672	1	0.6828800778	0.33476792780307	slow
Thyroptera_tricolor	0.397940008672	1	0.6834821128	0.33476661703649	slow
Tonatia_bidens	0.124938736608	0.656981874008	30.6624509616	1.38653512425241	slow
Tonatia_saurophila	0.124938736608	0.656981874008	30.6615994753	1.38633564721199	slow
Trachops_cirrhosus	0.124938736608	0.656981874008	35.0674030487	1.28171910055924	slow
Trinycteris_nicefori	0.124938736608	0.656981874008	57.8912994262	1.55106765254593	slow
Uroderma_bilobatum	-0.124938736608	0.343018125992	28.7433793208	2.51941013470739	slow
Uroderma_magnirostrum	-0.124938736608	0.343018125992	28.7307524571	2.51938315808803	slow
Vampyressa_melissa	0	0.5	36.0972790827	3.25964956343313	fast
Vampyressa_pusilla	-0.124938736608	0.343018125992	31.966678859	3.46948711100433	fast
Vampyressa_thyone	-0.124938736608	0.343018125992	31.9548127045	3.46953547542524	fast
Vampyriscus_bidens	-0.079181246048	0.400511076642	57.8945883032	3.02397932406022	fast
Vampyriscus_brocki	-0.124938736608	0.343018125992	65.4805324348	3.24124404535756	fast
Vampyriscus_nymphaea	-0.397940008672	0	76.5269829868	3.24133371370027	fast
Vampyrodes_caraccioli	-0.124938736608	0.343018125992	42.4058885582	3.25052329797428	fast
Vampyrodes_major	-0.397940008672	0	58.5845076898	3.25056133753178	fast
Vampyrum_spectrum	0.124938736608	0.656981874008	32.088542	1.27439544134457	slow
